"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1449","VerifyEmail2","Surefire suite","Fri May 09 12:05:06 GMT 2025","passed","Fri May 09 12:05:07 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail2"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3601","possibilityAddingMocha","Surefire suite","Fri May 09 12:04:06 GMT 2025","passed","Fri May 09 12:04:09 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","0","firstTest","Surefire suite","Fri May 09 12:05:04 GMT 2025","passed","Fri May 09 12:05:04 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","firstTest"
"Check coffee with some other titles don`t exist on the page","93","checkIncorrectCardTitles","Surefire suite","Fri May 09 12:04:35 GMT 2025","passed","Fri May 09 12:04:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"Verify successful payment clear the cart","3185","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:03:39 GMT 2025","passed","Fri May 09 12:03:43 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","9","testRecipeIngredientsOrder","Surefire suite","Fri May 09 12:03:27 GMT 2025","failed","Fri May 09 12:03:27 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testRecipeIngredientsOrder"
"Check coffee cards don`t contain incorrect ingredients","220","checkIncorrectCardIngredients","Surefire suite","Fri May 09 12:04:34 GMT 2025","passed","Fri May 09 12:04:34 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"Verify order button restriction with empty cart","5503","TestTotalButtonRestrictionWithEmptyCart","Surefire suite","Fri May 09 12:04:39 GMT 2025","passed","Fri May 09 12:04:45 GMT 2025","com.coffeecart.ui.TestTotalButtonRestriction","Surefire test","com.coffeecart.ui.TestTotalButtonRestriction","TestTotalButtonRestrictionWithEmptyCart"
"Verify successful payment clear the cart","2705","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:03:51 GMT 2025","passed","Fri May 09 12:03:54 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check incorrect given ingredients with correct length handling","111","checkIncorrectFullComplianceCardIngredients","Surefire suite","Fri May 09 12:04:36 GMT 2025","passed","Fri May 09 12:04:36 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Check titles of all coffee cards on the menu page","94","checkCorrectCardTitles","Surefire suite","Fri May 09 12:04:32 GMT 2025","passed","Fri May 09 12:04:32 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","1","testRecipeIngredientsOrder","Surefire suite","Fri May 09 12:04:46 GMT 2025","failed","Fri May 09 12:04:46 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","testRecipeIngredientsOrder"
"Check titles of all coffee cards on the menu page","17","checkCorrectCardTitles","Surefire suite","Fri May 09 12:04:32 GMT 2025","passed","Fri May 09 12:04:32 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check full ingredients compliance for coffee cards on the page","134","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:04:32 GMT 2025","passed","Fri May 09 12:04:33 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verification of data changes synchronization between the cart page and the pop-up cart","1123","testSynchronizationBetweenCarts","Surefire suite","Fri May 09 12:05:02 GMT 2025","passed","Fri May 09 12:05:04 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","Surefire test","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
