"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","testRecipeOrder","Surefire suite","Fri May 09 12:19:59 GMT 2025","passed","Fri May 09 12:19:59 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testRecipeOrder"
"","0","firstTest","Surefire suite","Fri May 09 12:21:53 GMT 2025","passed","Fri May 09 12:21:53 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","firstTest"
"Check full ingredients compliance for coffee cards on the page","148","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:21:08 GMT 2025","passed","Fri May 09 12:21:08 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check full ingredients compliance for coffee cards on the page","149","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:21:08 GMT 2025","passed","Fri May 09 12:21:08 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check coffee with some other titles don`t exist on the page","99","checkIncorrectCardTitles","Surefire suite","Fri May 09 12:21:11 GMT 2025","passed","Fri May 09 12:21:11 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"Check titles of all coffee cards on the menu page","38","checkCorrectCardTitles","Surefire suite","Fri May 09 12:21:07 GMT 2025","passed","Fri May 09 12:21:07 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","0","firstTest","Surefire suite","Fri May 09 12:21:29 GMT 2025","passed","Fri May 09 12:21:29 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","firstTest"
"Check full ingredients compliance for coffee cards on the page","146","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:21:08 GMT 2025","passed","Fri May 09 12:21:08 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verification of data changes synchronization between the cart page and the pop-up cart","1287","testSynchronizationBetweenCarts","Surefire suite","Fri May 09 12:21:51 GMT 2025","passed","Fri May 09 12:21:52 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","Surefire test","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
"Check coffee cards don`t contain incorrect ingredients","166","checkIncorrectCardIngredients","Surefire suite","Fri May 09 12:21:09 GMT 2025","passed","Fri May 09 12:21:09 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","0","testRecipeOrder","Surefire suite","Fri May 09 12:20:30 GMT 2025","passed","Fri May 09 12:20:30 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testRecipeOrder"
"Check incorrect given ingredients length handling","119","checkIncorrectCardIngredientsLength","Surefire suite","Fri May 09 12:21:10 GMT 2025","passed","Fri May 09 12:21:10 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"Check titles of all coffee cards on the menu page","69","checkCorrectCardTitles","Surefire suite","Fri May 09 12:21:07 GMT 2025","passed","Fri May 09 12:21:07 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","120","checkCorrectCardPrices","Surefire suite","Fri May 09 12:21:07 GMT 2025","passed","Fri May 09 12:21:07 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3680","possibilityAddingMocha","Surefire suite","Fri May 09 12:20:44 GMT 2025","passed","Fri May 09 12:20:48 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check coffee cards don`t contain incorrect ingredients","167","checkIncorrectCardIngredients","Surefire suite","Fri May 09 12:21:09 GMT 2025","passed","Fri May 09 12:21:09 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","1","testQuantities","Surefire suite","Fri May 09 12:21:12 GMT 2025","failed","Fri May 09 12:21:12 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","testQuantities"
"","1547","VerifyEmail3","Surefire suite","Fri May 09 12:21:57 GMT 2025","passed","Fri May 09 12:21:58 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail3"
