"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check prices correctness for all coffee cards on the menu page","108","checkCorrectCardPrices","AllTests","Wed Jun 18 12:23:50 GMT 2025","passed","Wed Jun 18 12:23:50 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"  As a user
  I want to increase the quantity of an item in my cart
  So that I can easily adjust the number of items I want to purchase","220","Verify increasing item quantity on Cart page","","Wed Jun 18 12:25:07 GMT 2025","skipped","Wed Jun 18 12:25:07 GMT 2025","","Increasing Items Number in Cart","Verify increasing item quantity on Cart page",""
"","686","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:24:11 GMT 2025","passed","Wed Jun 18 12:24:11 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1994","luckyDayPopUpAppearsTest","AllTests","Wed Jun 18 12:22:35 GMT 2025","broken","Wed Jun 18 12:22:37 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"","4394","addModalOpensAfterPageRefresh","AllTests","Wed Jun 18 12:22:39 GMT 2025","broken","Wed Jun 18 12:22:43 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","RegularTests","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"  As a user
  I want to verify discounted mocha behavior when removing other items
  So that I understand the special offer rules","170","Verify Discounted Mocha disappears after removing other items","","Wed Jun 18 12:25:07 GMT 2025","skipped","Wed Jun 18 12:25:07 GMT 2025","","Discounted Mocha Removal","Verify Discounted Mocha disappears after removing other items",""
"","162","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:24:05 GMT 2025","passed","Wed Jun 18 12:24:05 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Test verification of pop-up cart functioning (buttons +/-)","530","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:22:50 GMT 2025","passed","Wed Jun 18 12:22:50 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","2663","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:23:35 GMT 2025","passed","Wed Jun 18 12:23:37 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check prices correctness for all coffee cards on the menu page","114","checkCorrectCardPrices","AllTests","Wed Jun 18 12:23:50 GMT 2025","passed","Wed Jun 18 12:23:50 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify the correctness of decreasing the number of {drinkName} on the Cart page","2793","checkDecreaseButtonInTheCartList","AllTests","Wed Jun 18 12:24:26 GMT 2025","passed","Wed Jun 18 12:24:29 GMT 2025","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","RegularTests","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","checkDecreaseButtonInTheCartList"
"Check length of all coffee cards on the menu page","12","checkCardsLength","AllTests","Wed Jun 18 12:23:50 GMT 2025","passed","Wed Jun 18 12:23:50 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Check titles of all coffee cards on the menu page","75","checkCorrectCardTitles","AllTests","Wed Jun 18 12:23:51 GMT 2025","passed","Wed Jun 18 12:23:51 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5212","possibilityAddingMocha","AllTests","Wed Jun 18 12:24:58 GMT 2025","passed","Wed Jun 18 12:25:03 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify error handling when invalid data is entered in the Name field.","557","VerifyName","AllTests","Wed Jun 18 12:22:37 GMT 2025","passed","Wed Jun 18 12:22:38 GMT 2025","com.coffeecart.ui.TestName","RegularTests","com.coffeecart.ui.TestName","VerifyName"
"","1465","verifyInvalidEmailValidation","AllTests","Wed Jun 18 12:22:58 GMT 2025","passed","Wed Jun 18 12:22:59 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Check titles of all coffee cards on the menu page","86","checkCorrectCardTitles","AllTests","Wed Jun 18 12:23:51 GMT 2025","passed","Wed Jun 18 12:23:51 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Test verification of pop-up cart functioning (buttons +/-)","533","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:22:49 GMT 2025","passed","Wed Jun 18 12:22:50 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Test verification of pop-up cart functioning (buttons +/-)","586","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:22:54 GMT 2025","passed","Wed Jun 18 12:22:54 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check prices correctness for all coffee cards on the menu page","109","checkCorrectCardPrices","AllTests","Wed Jun 18 12:23:50 GMT 2025","passed","Wed Jun 18 12:23:50 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check full ingredients compliance for coffee cards on the page","140","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:23:52 GMT 2025","passed","Wed Jun 18 12:23:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","180","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:24:07 GMT 2025","passed","Wed Jun 18 12:24:07 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify successful payment clear the cart","1269","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:23:41 GMT 2025","broken","Wed Jun 18 12:23:42 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","0","firstTest","AllTests","Wed Jun 18 12:24:32 GMT 2025","passed","Wed Jun 18 12:24:32 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","firstTest"
"","0","firstTest","AllTests","Wed Jun 18 12:22:56 GMT 2025","passed","Wed Jun 18 12:22:56 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","firstTest"
"","2376","verifyInvalidEmailValidation","AllTests","Wed Jun 18 12:23:04 GMT 2025","passed","Wed Jun 18 12:23:06 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Check full ingredients compliance for coffee cards on the page","141","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:23:52 GMT 2025","passed","Wed Jun 18 12:23:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify that the Payment Details Modal retains pre-filled values after closing via the 'X' icon on the MenuPage","993","verifyPaymentModalClosing","AllTests","Wed Jun 18 12:23:14 GMT 2025","failed","Wed Jun 18 12:23:15 GMT 2025","com.coffeecart.ui.PaymentModalClosingOnMenuPageTest","RegularTests","com.coffeecart.ui.PaymentModalClosingOnMenuPageTest","verifyPaymentModalClosing"
"Check full ingredients compliance for coffee cards on the page","123","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:23:51 GMT 2025","passed","Wed Jun 18 12:23:51 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify that double-clicking the drink name translates it into Chinese","6336","testChineseNamesOfProducts","AllTests","Wed Jun 18 12:23:16 GMT 2025","failed","Wed Jun 18 12:23:22 GMT 2025","com.coffeecart.ui.VerifyTranslationToChineseTest","RegularTests","com.coffeecart.ui.VerifyTranslationToChineseTest","testChineseNamesOfProducts"
"","776","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:24:11 GMT 2025","passed","Wed Jun 18 12:24:12 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3611","possibilityAddingMocha","AllTests","Wed Jun 18 12:24:48 GMT 2025","passed","Wed Jun 18 12:24:51 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","245","Add multiple drinks to the cart and verify counter","","Wed Jun 18 12:25:06 GMT 2025","skipped","Wed Jun 18 12:25:06 GMT 2025","","Verification that adding multiple coffee cups updates the header counter","Add multiple drinks to the cart and verify counter",""
"","2296","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:24:05 GMT 2025","passed","Wed Jun 18 12:24:07 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
