"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the functioning of the ""Total"" button on ""Menu"" and ""Cart"" pages.","898","testTotalButton","Surefire suite","Fri May 09 12:10:39 GMT 2025","passed","Fri May 09 12:10:40 GMT 2025","com.coffeecart.ui.TestTotalButtonOnMainAndCart","Surefire test","com.coffeecart.ui.TestTotalButtonOnMainAndCart","testTotalButton"
"","0","testRecipeOrder","Surefire suite","Fri May 09 12:09:46 GMT 2025","passed","Fri May 09 12:09:46 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testRecipeOrder"
"Check prices correctness for all coffee cards on the menu page","116","checkCorrectCardPrices","Surefire suite","Fri May 09 12:10:22 GMT 2025","passed","Fri May 09 12:10:23 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify successful payment clear the cart","3181","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:09:29 GMT 2025","passed","Fri May 09 12:09:32 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5455","possibilityAddingMocha","Surefire suite","Fri May 09 12:10:16 GMT 2025","passed","Fri May 09 12:10:21 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify successful payment clear the cart","2727","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:09:26 GMT 2025","passed","Fri May 09 12:09:29 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3573","possibilityAddingMocha","Surefire suite","Fri May 09 12:09:53 GMT 2025","passed","Fri May 09 12:09:57 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","417","VerifyEmail5","Surefire suite","Fri May 09 12:11:04 GMT 2025","passed","Fri May 09 12:11:04 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail5"
"","30","testQuantities","Surefire suite","Fri May 09 12:09:16 GMT 2025","failed","Fri May 09 12:09:16 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testQuantities"
"Check prices correctness for all coffee cards on the menu page","107","checkCorrectCardPrices","Surefire suite","Fri May 09 12:10:23 GMT 2025","passed","Fri May 09 12:10:23 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check incorrect given ingredients with correct length handling","120","checkIncorrectFullComplianceCardIngredients","Surefire suite","Fri May 09 12:10:27 GMT 2025","passed","Fri May 09 12:10:27 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Check titles of all coffee cards on the menu page","93","checkCorrectCardTitles","Surefire suite","Fri May 09 12:10:23 GMT 2025","passed","Fri May 09 12:10:23 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","1588","VerifyEmail","Surefire suite","Fri May 09 12:10:58 GMT 2025","passed","Fri May 09 12:10:59 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail"
"Check prices correctness for all coffee cards on the menu page","108","checkCorrectCardPrices","Surefire suite","Fri May 09 12:10:22 GMT 2025","passed","Fri May 09 12:10:22 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check full ingredients compliance for coffee cards on the page","144","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:10:23 GMT 2025","passed","Fri May 09 12:10:23 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
