"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that double-clicking the drink name translates it into Chinese","6222","testChineseNamesOfProducts","AllTests","Mon Jun 23 08:29:10 GMT 2025","failed","Mon Jun 23 08:29:17 GMT 2025","com.coffeecart.ui.VerifyTranslationToChineseTest","RegularTests","com.coffeecart.ui.VerifyTranslationToChineseTest","testChineseNamesOfProducts"
"","3363","verifyValidEmailSubmission","AllTests","Mon Jun 23 08:29:02 GMT 2025","passed","Mon Jun 23 08:29:05 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyValidEmailSubmission"
"Test verification of pop-up cart functioning (buttons +/-)","573","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 08:28:44 GMT 2025","passed","Mon Jun 23 08:28:44 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Test verification of pop-up cart functioning (buttons +/-)","1168","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 08:28:48 GMT 2025","broken","Mon Jun 23 08:28:49 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check titles of all coffee cards on the menu page","38","checkCorrectCardTitles","AllTests","Mon Jun 23 08:29:45 GMT 2025","passed","Mon Jun 23 08:29:45 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check full ingredients compliance for coffee cards on the page","137","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 08:29:46 GMT 2025","passed","Mon Jun 23 08:29:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","1548","verifyInvalidEmailValidation","AllTests","Mon Jun 23 08:28:51 GMT 2025","passed","Mon Jun 23 08:28:53 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Verify that the Discounted Mocha item in the Cart Page disappears after removing the other coffee cups via the 'x' button","3951","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage","AllTests","Mon Jun 23 08:28:17 GMT 2025","failed","Mon Jun 23 08:28:21 GMT 2025","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","RegularTests","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage"
"Test verification of pop-up cart functioning (buttons +/-)","558","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 08:28:45 GMT 2025","passed","Mon Jun 23 08:28:46 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","3150","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 08:29:20 GMT 2025","passed","Mon Jun 23 08:29:24 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
