"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify error handling when invalid data is entered in the Name field.","630","VerifyName","AllTests","Mon Jun 23 10:03:36 GMT 2025","passed","Mon Jun 23 10:03:36 GMT 2025","com.coffeecart.ui.TestName","RegularTests","com.coffeecart.ui.TestName","VerifyName"
"Check prices correctness for all coffee cards on the menu page","119","checkCorrectCardPrices","AllTests","Mon Jun 23 10:04:49 GMT 2025","passed","Mon Jun 23 10:04:49 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify that lucky proposition drink is not added to cart after refusing from it","4628","testLuckyPropositionDiscard","AllTests","Mon Jun 23 10:03:13 GMT 2025","broken","Mon Jun 23 10:03:18 GMT 2025","com.coffeecart.ui.DiscardLuckyPropositionTest","RegularTests","com.coffeecart.ui.DiscardLuckyPropositionTest","testLuckyPropositionDiscard"
"    Verify '+' button is disabled for '(Discounted) Mocha' in the Cart Modal ","168","Verify '+' button disability in the Cart Modal for 'Discounted' Mocha","","Mon Jun 23 10:06:08 GMT 2025","skipped","Mon Jun 23 10:06:08 GMT 2025","","'+' button is disabled for 'Discounted' Mocha in the Cart Modal","Verify '+' button disability in the Cart Modal for 'Discounted' Mocha",""
"Verify successful payment clear the cart","2746","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 10:04:44 GMT 2025","passed","Mon Jun 23 10:04:47 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","222","“No” button closes the modal and leaves the cart empty","","Mon Jun 23 10:06:07 GMT 2025","skipped","Mon Jun 23 10:06:07 GMT 2025","","Add-to-cart modal behaviour","“No” button closes the modal and leaves the cart empty",""
"Check prices correctness for all coffee cards on the menu page","162","checkCorrectCardPrices","AllTests","Mon Jun 23 10:04:48 GMT 2025","passed","Mon Jun 23 10:04:49 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check prices correctness for all coffee cards on the menu page","118","checkCorrectCardPrices","AllTests","Mon Jun 23 10:04:49 GMT 2025","passed","Mon Jun 23 10:04:49 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify successful payment clear the cart","2695","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 10:04:25 GMT 2025","passed","Mon Jun 23 10:04:27 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"  As a user
  I want to verify payment modal behavior when closing
  So that I understand how form data is retained","164","Verify that the Payment Details Modal retains pre-filled values after closing via the 'X' icon on the MenuPage","","Mon Jun 23 10:06:07 GMT 2025","skipped","Mon Jun 23 10:06:08 GMT 2025","","Closing Payment Details Modal","Verify that the Payment Details Modal retains pre-filled values after closing via the 'X' icon on the MenuPage",""
