"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify the correctness of decreasing the number of {drinkName} on the Cart page","2823","checkDecreaseButtonInTheCartList","AllTests","Wed Jun 25 14:46:58 GMT 2025","passed","Wed Jun 25 14:47:01 GMT 2025","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","RegularTests","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","checkDecreaseButtonInTheCartList"
"","161","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 25 14:46:33 GMT 2025","passed","Wed Jun 25 14:46:33 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"  As a user
  I want to see translated drink names in Chinese after double-clicking on their names","985","Double-click translates drink name to Chinese","","Wed Jun 25 14:44:23 GMT 2025","passed","Wed Jun 25 14:44:24 GMT 2025","","Drink name translation to Chinese on double click","Double-click translates drink name to Chinese",""
"  As a user
  I want to verify discounted mocha behavior when removing other items
  So that I understand the special offer rules","4728","Verify Discounted Mocha disappears after removing other items","","Wed Jun 25 14:44:10 GMT 2025","broken","Wed Jun 25 14:44:15 GMT 2025","","Discounted Mocha Removal","Verify Discounted Mocha disappears after removing other items",""
"","699","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 25 14:46:39 GMT 2025","passed","Wed Jun 25 14:46:40 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify successful payment clear the cart","3219","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 25 14:45:50 GMT 2025","passed","Wed Jun 25 14:45:54 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify the Lucky Day Modal behavior and verify the functionality of the '+' button for (Discounted) Mocha in the Cart Modal.","2859","verifyLuckyDayModalAndCartModalFunctionality","AllTests","Wed Jun 25 14:45:31 GMT 2025","passed","Wed Jun 25 14:45:34 GMT 2025","com.coffeecart.ui.CartPageLuckyDayModalTest","RegularTests","com.coffeecart.ui.CartPageLuckyDayModalTest","verifyLuckyDayModalAndCartModalFunctionality"
"Verify successful payment clear the cart","3306","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 25 14:45:44 GMT 2025","passed","Wed Jun 25 14:45:47 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify successful payment clear the cart","3303","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 25 14:46:00 GMT 2025","passed","Wed Jun 25 14:46:03 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","2428","verifyInvalidEmailValidation","AllTests","Wed Jun 25 14:45:25 GMT 2025","passed","Wed Jun 25 14:45:27 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
