"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful payment clear the cart","2748","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:07:14 GMT 2025","passed","Fri May 09 12:07:17 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check incorrect given ingredients length handling","106","checkIncorrectCardIngredientsLength","Surefire suite","Fri May 09 12:08:18 GMT 2025","passed","Fri May 09 12:08:18 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"","3","firstTest","Surefire suite","Fri May 09 12:07:10 GMT 2025","passed","Fri May 09 12:07:10 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"Verify successful payment clear the cart","3102","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:07:20 GMT 2025","passed","Fri May 09 12:07:23 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check titles of all coffee cards on the menu page","78","checkCorrectCardTitles","Surefire suite","Fri May 09 12:08:16 GMT 2025","passed","Fri May 09 12:08:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verify successful payment clear the cart","3595","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:07:11 GMT 2025","passed","Fri May 09 12:07:14 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1476","VerifyEmail3","Surefire suite","Fri May 09 12:08:53 GMT 2025","passed","Fri May 09 12:08:54 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail3"
"Check coffee cards don`t contain incorrect ingredients","204","checkIncorrectCardIngredients","Surefire suite","Fri May 09 12:08:18 GMT 2025","passed","Fri May 09 12:08:18 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"Check prices correctness for all coffee cards on the menu page","126","checkCorrectCardPrices","Surefire suite","Fri May 09 12:08:14 GMT 2025","passed","Fri May 09 12:08:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","0","firstTest","Surefire suite","Fri May 09 12:08:20 GMT 2025","passed","Fri May 09 12:08:20 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","firstTest"
"Check length of all coffee cards on the menu page","67","checkCardsLength","Surefire suite","Fri May 09 12:08:14 GMT 2025","passed","Fri May 09 12:08:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Check full ingredients compliance for coffee cards on the page","137","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:08:16 GMT 2025","passed","Fri May 09 12:08:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check prices correctness for all coffee cards on the menu page","105","checkCorrectCardPrices","Surefire suite","Fri May 09 12:08:15 GMT 2025","passed","Fri May 09 12:08:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","6","testRecipeIngredientsOrder","Surefire suite","Fri May 09 12:07:11 GMT 2025","failed","Fri May 09 12:07:11 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testRecipeIngredientsOrder"
"Check full ingredients compliance for coffee cards on the page","140","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:08:17 GMT 2025","passed","Fri May 09 12:08:17 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verification of data changes synchronization between the cart page and the pop-up cart","1147","testSynchronizationBetweenCarts","Surefire suite","Fri May 09 12:08:47 GMT 2025","passed","Fri May 09 12:08:48 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","Surefire test","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
"Verify adding multiple drinks updates cart counter.","1580","testAddMultipleCupsToCart","Surefire suite","Fri May 09 12:08:45 GMT 2025","passed","Fri May 09 12:08:47 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testAddMultipleCupsToCart"
"","422","VerifyEmail6","Surefire suite","Fri May 09 12:08:56 GMT 2025","passed","Fri May 09 12:08:57 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail6"
