"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5404","possibilityAddingMocha","Surefire suite","Fri May 09 11:48:10 GMT 2025","passed","Fri May 09 11:48:16 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check titles of all coffee cards on the menu page","75","checkCorrectCardTitles","Surefire suite","Fri May 09 11:48:17 GMT 2025","passed","Fri May 09 11:48:18 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3544","possibilityAddingMocha","Surefire suite","Fri May 09 11:47:44 GMT 2025","passed","Fri May 09 11:47:48 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1357","possibilityAddingMocha","Surefire suite","Fri May 09 11:48:04 GMT 2025","broken","Fri May 09 11:48:05 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check titles of all coffee cards on the menu page","17","checkCorrectCardTitles","Surefire suite","Fri May 09 11:48:17 GMT 2025","passed","Fri May 09 11:48:17 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verify successful payment clear the cart","3237","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 11:47:37 GMT 2025","passed","Fri May 09 11:47:40 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1","testQuantities","Surefire suite","Fri May 09 11:48:22 GMT 2025","failed","Fri May 09 11:48:22 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","testQuantities"
"Check coffee cards don`t contain incorrect ingredients","159","checkIncorrectCardIngredients","Surefire suite","Fri May 09 11:48:19 GMT 2025","passed","Fri May 09 11:48:19 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"Check length of all coffee cards on the menu page","67","checkCardsLength","Surefire suite","Fri May 09 11:48:16 GMT 2025","passed","Fri May 09 11:48:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3682","possibilityAddingMocha","Surefire suite","Fri May 09 11:47:41 GMT 2025","passed","Fri May 09 11:47:44 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
