"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3544","possibilityAddingMocha","Surefire suite","Tue May 13 08:39:02 GMT 2025","passed","Tue May 13 08:39:06 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify the correctness of decreasing the number of {drinkName} on the Cart page","2720","checkDecreaseButtonInTheCartList","Surefire suite","Tue May 13 08:39:55 GMT 2025","passed","Tue May 13 08:39:58 GMT 2025","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","Surefire test","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","checkDecreaseButtonInTheCartList"
"","456","VerifyEmail","Surefire suite","Tue May 13 08:39:39 GMT 2025","passed","Tue May 13 08:39:39 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","VerifyEmail"
"Check prices correctness for all coffee cards on the menu page","119","checkCorrectCardPrices","Surefire suite","Tue May 13 08:39:35 GMT 2025","passed","Tue May 13 08:39:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check full ingredients compliance for coffee cards on the page","122","checkFullComplianceCardIngredients","Surefire suite","Tue May 13 08:39:37 GMT 2025","passed","Tue May 13 08:39:38 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check titles of all coffee cards on the menu page","86","checkCorrectCardTitles","Surefire suite","Tue May 13 08:39:36 GMT 2025","passed","Tue May 13 08:39:36 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","2473","verifyInvalidEmailValidation","Surefire suite","Tue May 13 08:40:29 GMT 2025","passed","Tue May 13 08:40:32 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Check titles of all coffee cards on the menu page","17","checkCorrectCardTitles","Surefire suite","Tue May 13 08:39:36 GMT 2025","passed","Tue May 13 08:39:36 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Test verification of pop-up cart functioning (buttons +/-)","496","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Tue May 13 08:40:18 GMT 2025","passed","Tue May 13 08:40:19 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Test verification of pop-up cart functioning (buttons +/-)","559","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Tue May 13 08:40:20 GMT 2025","passed","Tue May 13 08:40:21 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
