"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user
  I want to reject the ""Lucky Day"" offer
  So that my cart does not include any unwanted items","5119","Verify rejecting the ""extra cup of Mocha"" keeps cart unchanged","","Mon Jun 23 12:53:27 GMT 2025","broken","Mon Jun 23 12:53:32 GMT 2025","","Lucky Day Offer Rejection","Verify rejecting the ""extra cup of Mocha"" keeps cart unchanged",""
"Verify error handling when invalid data is entered in the Name field.","513","VerifyName","AllTests","Mon Jun 23 12:54:31 GMT 2025","passed","Mon Jun 23 12:54:32 GMT 2025","com.coffeecart.ui.TestName","RegularTests","com.coffeecart.ui.TestName","VerifyName"
"Check prices correctness for all coffee cards on the menu page","107","checkCorrectCardPrices","AllTests","Mon Jun 23 12:55:43 GMT 2025","passed","Mon Jun 23 12:55:43 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check incorrect given ingredients handling","115","checkIncorrectFullComplianceCardIngredients","AllTests","Mon Jun 23 12:55:45 GMT 2025","passed","Mon Jun 23 12:55:45 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","693","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 12:56:03 GMT 2025","passed","Mon Jun 23 12:56:04 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"","145","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 12:55:57 GMT 2025","passed","Mon Jun 23 12:55:57 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check full ingredients compliance for coffee cards on the page","124","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 12:55:44 GMT 2025","passed","Mon Jun 23 12:55:44 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1966","luckyDayPopUpAppearsTest","AllTests","Mon Jun 23 12:54:29 GMT 2025","broken","Mon Jun 23 12:54:31 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Check titles of all coffee cards on the menu page","35","checkCorrectCardTitles","AllTests","Mon Jun 23 12:55:43 GMT 2025","passed","Mon Jun 23 12:55:43 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3583","possibilityAddingMocha","AllTests","Mon Jun 23 12:56:39 GMT 2025","passed","Mon Jun 23 12:56:43 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2282","luckyDayPopUpAppearsTest","AllTests","Mon Jun 23 12:54:24 GMT 2025","broken","Mon Jun 23 12:54:27 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
