"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of data changes synchronization between the cart page and the pop-up cart","1134","testSynchronizationBetweenCarts","Surefire suite","Fri May 09 12:04:07 GMT 2025","passed","Fri May 09 12:04:08 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","Surefire test","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
"Verify successful payment clear the cart","2690","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:02:35 GMT 2025","passed","Fri May 09 12:02:38 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check prices correctness for all coffee cards on the menu page","107","checkCorrectCardPrices","Surefire suite","Fri May 09 12:03:36 GMT 2025","passed","Fri May 09 12:03:36 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3738","possibilityAddingMocha","Surefire suite","Fri May 09 12:02:59 GMT 2025","passed","Fri May 09 12:03:03 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check incorrect given ingredients length handling","111","checkIncorrectCardIngredientsLength","Surefire suite","Fri May 09 12:03:39 GMT 2025","passed","Fri May 09 12:03:39 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"Check full ingredients compliance for coffee cards on the page","145","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:03:37 GMT 2025","passed","Fri May 09 12:03:37 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check titles of all coffee cards on the menu page","36","checkCorrectCardTitles","Surefire suite","Fri May 09 12:03:36 GMT 2025","passed","Fri May 09 12:03:36 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verify the functioning of the ""Total"" button on ""Menu"" and ""Cart"" pages.","856","testTotalButton","Surefire suite","Fri May 09 12:03:51 GMT 2025","passed","Fri May 09 12:03:52 GMT 2025","com.coffeecart.ui.TestTotalButtonOnMainAndCart","Surefire test","com.coffeecart.ui.TestTotalButtonOnMainAndCart","testTotalButton"
"Check incorrect given ingredients with correct length handling","127","checkIncorrectFullComplianceCardIngredients","Surefire suite","Fri May 09 12:03:40 GMT 2025","passed","Fri May 09 12:03:41 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Verify successful payment clear the cart","2657","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:02:38 GMT 2025","passed","Fri May 09 12:02:41 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check coffee with some other titles don`t exist on the page","105","checkIncorrectCardTitles","Surefire suite","Fri May 09 12:03:40 GMT 2025","passed","Fri May 09 12:03:40 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"","5642","testChineseNamesOfProducts","Surefire suite","Fri May 09 12:03:52 GMT 2025","passed","Fri May 09 12:03:58 GMT 2025","com.coffeecart.ui.VerifyTranslationToChinese.VerifyTranslationToChineseTest","Surefire test","com.coffeecart.ui.VerifyTranslationToChinese.VerifyTranslationToChineseTest","testChineseNamesOfProducts"
"","1","testQuantities","Surefire suite","Fri May 09 12:04:09 GMT 2025","failed","Fri May 09 12:04:09 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","testQuantities"
"","1","testRecipeIngredientsOrder","Surefire suite","Fri May 09 12:03:59 GMT 2025","failed","Fri May 09 12:03:59 GMT 2025","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","Surefire test","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","testRecipeIngredientsOrder"
"Check coffee cards don`t contain incorrect ingredients","156","checkIncorrectCardIngredients","Surefire suite","Fri May 09 12:03:38 GMT 2025","passed","Fri May 09 12:03:38 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"Verify successful payment clear the cart","3207","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:02:55 GMT 2025","passed","Fri May 09 12:02:58 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1","testQuantities","Surefire suite","Fri May 09 12:03:59 GMT 2025","failed","Fri May 09 12:03:59 GMT 2025","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","Surefire test","com.coffeecart.ui.discardLuckyProposition.DiscardLuckyPropositionTest","testQuantities"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1383","possibilityAddingMocha","Surefire suite","Fri May 09 12:03:22 GMT 2025","broken","Fri May 09 12:03:24 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify successful payment clear the cart","2683","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:02:44 GMT 2025","passed","Fri May 09 12:02:46 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1","testRecipeIngredientsOrder","Surefire suite","Fri May 09 12:02:59 GMT 2025","failed","Fri May 09 12:02:59 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testRecipeIngredientsOrder"
"Check coffee with some other titles don`t exist on the page","119","checkIncorrectCardTitles","Surefire suite","Fri May 09 12:03:40 GMT 2025","passed","Fri May 09 12:03:40 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"Check full ingredients compliance for coffee cards on the page","170","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:03:38 GMT 2025","passed","Fri May 09 12:03:38 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify successful payment clear the cart","2611","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:02:49 GMT 2025","passed","Fri May 09 12:02:52 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check titles of all coffee cards on the menu page","98","checkCorrectCardTitles","Surefire suite","Fri May 09 12:03:37 GMT 2025","passed","Fri May 09 12:03:37 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","107","checkCorrectCardPrices","Surefire suite","Fri May 09 12:03:36 GMT 2025","passed","Fri May 09 12:03:36 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","1","testQuantities","Surefire suite","Fri May 09 12:02:59 GMT 2025","failed","Fri May 09 12:02:59 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testQuantities"
"","0","testRecipeIngredientsOrder","Surefire suite","Fri May 09 12:04:09 GMT 2025","failed","Fri May 09 12:04:09 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","testRecipeIngredientsOrder"
