"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1352","possibilityAddingMocha","Surefire suite","Fri May 09 11:38:02 GMT 2025","broken","Fri May 09 11:38:03 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","87","checkCorrectCardTitles","Surefire suite","Fri May 09 11:38:16 GMT 2025","passed","Fri May 09 11:38:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","142","checkIncorrectCardIngredients","Surefire suite","Fri May 09 11:38:17 GMT 2025","passed","Fri May 09 11:38:18 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","195","checkIncorrectCardIngredients","Surefire suite","Fri May 09 11:38:18 GMT 2025","passed","Fri May 09 11:38:18 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredients"
"","67","checkCorrectCardTitles","Surefire suite","Fri May 09 11:38:16 GMT 2025","passed","Fri May 09 11:38:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5234","possibilityAddingMocha","Surefire suite","Fri May 09 11:38:03 GMT 2025","passed","Fri May 09 11:38:09 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","131","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 11:38:17 GMT 2025","passed","Fri May 09 11:38:17 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3595","possibilityAddingMocha","Surefire suite","Fri May 09 11:37:50 GMT 2025","passed","Fri May 09 11:37:53 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","102","checkIncorrectCardPrices","Surefire suite","Fri May 09 11:38:19 GMT 2025","passed","Fri May 09 11:38:19 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardPrices"
"","133","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 11:38:16 GMT 2025","passed","Fri May 09 11:38:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","79","checkCorrectCardTitles","Surefire suite","Fri May 09 11:38:16 GMT 2025","passed","Fri May 09 11:38:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verify successful payment clear the cart","3215","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 11:37:32 GMT 2025","passed","Fri May 09 11:37:35 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify successful payment clear the cart","2725","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 11:37:26 GMT 2025","passed","Fri May 09 11:37:29 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","0","testQuantities","Surefire suite","Fri May 09 11:38:21 GMT 2025","failed","Fri May 09 11:38:21 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","testQuantities"
"","130","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 11:38:17 GMT 2025","passed","Fri May 09 11:38:17 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify order button restriction with empty cart","5525","TestTotalButtonRestrictionWithEmptyCart","Surefire suite","Fri May 09 11:38:24 GMT 2025","passed","Fri May 09 11:38:29 GMT 2025","com.coffeecart.ui.TestTotalButtonRestriction","Surefire test","com.coffeecart.ui.TestTotalButtonRestriction","TestTotalButtonRestrictionWithEmptyCart"
"","94","checkIncorrectCardTitles","Surefire suite","Fri May 09 11:38:19 GMT 2025","passed","Fri May 09 11:38:20 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"","1","testRecipeOrder","Surefire suite","Fri May 09 11:37:39 GMT 2025","passed","Fri May 09 11:37:39 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","testRecipeOrder"
"","107","checkIncorrectCardTitles","Surefire suite","Fri May 09 11:38:19 GMT 2025","passed","Fri May 09 11:38:19 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"Verify successful payment clear the cart","3188","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 11:37:35 GMT 2025","passed","Fri May 09 11:37:38 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify successful payment clear the cart","3228","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 11:37:23 GMT 2025","passed","Fri May 09 11:37:26 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
