"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1193","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 11:43:41 GMT 2025","broken","Mon Jun 23 11:43:42 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"    Verify '+' button is disabled for '(Discounted) Mocha' in the Cart Modal ","221","Verify '+' button disability in the Cart Modal for 'Discounted' Mocha","","Mon Jun 23 11:44:36 GMT 2025","skipped","Mon Jun 23 11:44:36 GMT 2025","","'+' button is disabled for 'Discounted' Mocha in the Cart Modal","Verify '+' button disability in the Cart Modal for 'Discounted' Mocha",""
"Test verification of pop-up cart functioning (buttons +/-)","521","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 11:42:17 GMT 2025","passed","Mon Jun 23 11:42:18 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","1216","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 11:43:36 GMT 2025","passed","Mon Jun 23 11:43:37 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify successful payment clear the cart","2626","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 11:43:03 GMT 2025","passed","Mon Jun 23 11:43:05 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","685","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 11:43:39 GMT 2025","passed","Mon Jun 23 11:43:40 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1317","possibilityAddingMocha","AllTests","Mon Jun 23 11:44:31 GMT 2025","broken","Mon Jun 23 11:44:32 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check titles of all coffee cards on the menu page","26","checkCorrectCardTitles","AllTests","Mon Jun 23 11:43:19 GMT 2025","passed","Mon Jun 23 11:43:19 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","108","checkCorrectCardPrices","AllTests","Mon Jun 23 11:43:19 GMT 2025","passed","Mon Jun 23 11:43:19 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1490","luckyDayPopUpAppearsTest","AllTests","Mon Jun 23 11:41:54 GMT 2025","broken","Mon Jun 23 11:41:55 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
