"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check incorrect given ingredients handling","120","checkIncorrectFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:35 GMT 2025","passed","Tue May 13 08:53:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Check full ingredients compliance for coffee cards on the page","124","checkFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:34 GMT 2025","passed","Tue May 13 08:53:34 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify the functioning of the ""Total"" button on ""Menu"" and ""Cart"" pages.","826","testTotalButton","Surefire suite","Tue May 13 08:53:59 GMT 2025","passed","Tue May 13 08:54:00 GMT 2025","com.coffeecart.ui.TestTotalButtonOnMainAndCart","Surefire test","com.coffeecart.ui.TestTotalButtonOnMainAndCart","testTotalButton"
"Check incorrect given ingredients handling","117","checkIncorrectFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:35 GMT 2025","passed","Tue May 13 08:53:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","0","firstTest","Surefire suite","Tue May 13 08:52:53 GMT 2025","passed","Tue May 13 08:52:53 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","firstTest"
"Check full ingredients compliance for coffee cards on the page","123","checkFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:34 GMT 2025","passed","Tue May 13 08:53:34 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify adding multiple drinks updates cart counter.","1587","testAddMultipleCupsToCart","Surefire suite","Tue May 13 08:54:31 GMT 2025","passed","Tue May 13 08:54:33 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testAddMultipleCupsToCart"
"Check full ingredients compliance for coffee cards on the page","112","checkFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:35 GMT 2025","passed","Tue May 13 08:53:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","2465","verifyInvalidEmailValidation","Surefire suite","Tue May 13 08:54:38 GMT 2025","passed","Tue May 13 08:54:40 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"","4","firstTest","Surefire suite","Tue May 13 08:52:24 GMT 2025","passed","Tue May 13 08:52:24 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"","468","VerifyEmail","Surefire suite","Tue May 13 08:53:36 GMT 2025","passed","Tue May 13 08:53:37 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","VerifyEmail"
"Check prices correctness for all coffee cards on the menu page","109","checkCorrectCardPrices","Surefire suite","Tue May 13 08:53:33 GMT 2025","passed","Tue May 13 08:53:33 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Test verification of pop-up cart functioning (buttons +/-)","548","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Tue May 13 08:54:29 GMT 2025","passed","Tue May 13 08:54:30 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check incorrect given ingredients handling","116","checkIncorrectFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:35 GMT 2025","passed","Tue May 13 08:53:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","279","addModalOpensAfterPageRefresh","Surefire suite","Tue May 13 08:54:13 GMT 2025","passed","Tue May 13 08:54:13 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","Surefire test","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"Check length of all coffee cards on the menu page","19","checkCardsLength","Surefire suite","Tue May 13 08:53:32 GMT 2025","passed","Tue May 13 08:53:32 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Check titles of all coffee cards on the menu page","17","checkCorrectCardTitles","Surefire suite","Tue May 13 08:53:33 GMT 2025","passed","Tue May 13 08:53:33 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","104","checkCorrectCardPrices","Surefire suite","Tue May 13 08:53:33 GMT 2025","passed","Tue May 13 08:53:33 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check titles of all coffee cards on the menu page","82","checkCorrectCardTitles","Surefire suite","Tue May 13 08:53:34 GMT 2025","passed","Tue May 13 08:53:34 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","123","checkCorrectCardPrices","Surefire suite","Tue May 13 08:53:32 GMT 2025","passed","Tue May 13 08:53:33 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Test verification of pop-up cart functioning (buttons +/-)","535","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Tue May 13 08:54:29 GMT 2025","passed","Tue May 13 08:54:29 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check full ingredients compliance for coffee cards on the page","113","checkFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:34 GMT 2025","passed","Tue May 13 08:53:35 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check full ingredients compliance for coffee cards on the page","126","checkFullComplianceCardIngredients","Surefire suite","Tue May 13 08:53:34 GMT 2025","passed","Tue May 13 08:53:34 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","0","firstTest","Surefire suite","Tue May 13 08:53:55 GMT 2025","passed","Tue May 13 08:53:55 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","firstTest"
"Check titles of all coffee cards on the menu page","46","checkCorrectCardTitles","Surefire suite","Tue May 13 08:53:34 GMT 2025","passed","Tue May 13 08:53:34 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Test verification of pop-up cart functioning (buttons +/-)","503","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Tue May 13 08:54:27 GMT 2025","passed","Tue May 13 08:54:28 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check prices correctness for all coffee cards on the menu page","104","checkCorrectCardPrices","Surefire suite","Tue May 13 08:53:33 GMT 2025","passed","Tue May 13 08:53:33 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
