"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check full ingredients compliance for coffee cards on the page","124","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 10:49:14 GMT 2025","passed","Mon Jun 23 10:49:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","241","Add multiple drinks to the cart and verify counter","","Mon Jun 23 10:50:28 GMT 2025","skipped","Mon Jun 23 10:50:28 GMT 2025","","Verification that adding multiple coffee cups updates the header counter","Add multiple drinks to the cart and verify counter",""
"Check incorrect given ingredients handling","118","checkIncorrectFullComplianceCardIngredients","AllTests","Mon Jun 23 10:49:15 GMT 2025","passed","Mon Jun 23 10:49:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","0","firstTest","AllTests","Mon Jun 23 10:48:46 GMT 2025","passed","Mon Jun 23 10:48:46 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"Verify that the (Discounted) Mocha item in the Cart Page disappears after removing the other coffee cups via the '-' button","4000","verifyDiscountedMochaCardMinusButton","AllTests","Mon Jun 23 10:49:19 GMT 2025","failed","Mon Jun 23 10:49:23 GMT 2025","com.coffeecart.ui.TestDiscountedMochaCartPageMinusButton","RegularTests","com.coffeecart.ui.TestDiscountedMochaCartPageMinusButton","verifyDiscountedMochaCardMinusButton"
"Verify error handling when invalid data is entered in the Name field.","561","VerifyName","AllTests","Mon Jun 23 10:48:02 GMT 2025","passed","Mon Jun 23 10:48:02 GMT 2025","com.coffeecart.ui.TestName","RegularTests","com.coffeecart.ui.TestName","VerifyName"
"Check full ingredients compliance for coffee cards on the page","134","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 10:49:14 GMT 2025","passed","Mon Jun 23 10:49:14 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check prices correctness for all coffee cards on the menu page","104","checkCorrectCardPrices","AllTests","Mon Jun 23 10:49:13 GMT 2025","passed","Mon Jun 23 10:49:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Test verification of pop-up cart functioning (buttons +/-)","551","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 10:48:14 GMT 2025","passed","Mon Jun 23 10:48:14 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1988","luckyDayPopUpAppearsTest","AllTests","Mon Jun 23 10:47:59 GMT 2025","broken","Mon Jun 23 10:48:01 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Check prices correctness for all coffee cards on the menu page","113","checkCorrectCardPrices","AllTests","Mon Jun 23 10:49:13 GMT 2025","passed","Mon Jun 23 10:49:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify successful payment clear the cart","3161","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 10:49:07 GMT 2025","passed","Mon Jun 23 10:49:11 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"    Verify that the payment form correctly handles invalid name inputs with appropriate error messages.","161","Verify error handling when invalid data is entered in the Name field","","Mon Jun 23 10:50:30 GMT 2025","skipped","Mon Jun 23 10:50:30 GMT 2025","","Invalid data is entered in the Name field","Verify error handling when invalid data is entered in the Name field",""
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3820","possibilityAddingMocha","AllTests","Mon Jun 23 10:49:53 GMT 2025","passed","Mon Jun 23 10:49:57 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check prices correctness for all coffee cards on the menu page","110","checkCorrectCardPrices","AllTests","Mon Jun 23 10:49:13 GMT 2025","passed","Mon Jun 23 10:49:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Test verification of pop-up cart functioning (buttons +/-)","1172","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 10:48:16 GMT 2025","broken","Mon Jun 23 10:48:17 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","3148","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 10:48:54 GMT 2025","passed","Mon Jun 23 10:48:57 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check incorrect given ingredients handling","123","checkIncorrectFullComplianceCardIngredients","AllTests","Mon Jun 23 10:49:15 GMT 2025","passed","Mon Jun 23 10:49:16 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
