"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3660","possibilityAddingMocha","AllTests","Wed Jun 25 11:28:03 GMT 2025","passed","Wed Jun 25 11:28:07 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify the correctness of increasing the number of items on the Cart page","412","testIncreaseItemsNumberInCart","AllTests","Wed Jun 25 11:27:23 GMT 2025","passed","Wed Jun 25 11:27:23 GMT 2025","com.coffeecart.ui.IncreaseItemsNumberInCartTest","RegularTests","com.coffeecart.ui.IncreaseItemsNumberInCartTest","testIncreaseItemsNumberInCart"
"Check titles of all coffee cards on the menu page","65","checkCorrectCardTitles","AllTests","Wed Jun 25 11:27:20 GMT 2025","passed","Wed Jun 25 11:27:20 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check titles of all coffee cards on the menu page","25","checkCorrectCardTitles","AllTests","Wed Jun 25 11:27:20 GMT 2025","passed","Wed Jun 25 11:27:20 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3528","possibilityAddingMocha","AllTests","Wed Jun 25 11:28:07 GMT 2025","passed","Wed Jun 25 11:28:10 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","154","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 25 11:27:34 GMT 2025","passed","Wed Jun 25 11:27:34 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check incorrect given ingredients handling","118","checkIncorrectFullComplianceCardIngredients","AllTests","Wed Jun 25 11:27:22 GMT 2025","passed","Wed Jun 25 11:27:22 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Verify the Lucky Day Modal behavior and verify the functionality of the '+' button for (Discounted) Mocha in the Cart Modal.","2762","verifyLuckyDayModalAndCartModalFunctionality","AllTests","Wed Jun 25 11:26:36 GMT 2025","passed","Wed Jun 25 11:26:39 GMT 2025","com.coffeecart.ui.CartPageLuckyDayModalTest","RegularTests","com.coffeecart.ui.CartPageLuckyDayModalTest","verifyLuckyDayModalAndCartModalFunctionality"
"","3587","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 25 11:27:41 GMT 2025","passed","Wed Jun 25 11:27:45 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3573","possibilityAddingMocha","AllTests","Wed Jun 25 11:28:19 GMT 2025","passed","Wed Jun 25 11:28:22 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check full ingredients compliance for coffee cards on the page","121","checkFullComplianceCardIngredients","AllTests","Wed Jun 25 11:27:21 GMT 2025","passed","Wed Jun 25 11:27:21 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","0","firstTest","AllTests","Wed Jun 25 11:25:52 GMT 2025","passed","Wed Jun 25 11:25:52 GMT 2025","com.coffeecart.ui.BaseTest","RegularTests","com.coffeecart.ui.BaseTest","firstTest"
"","284","addModalOpensAfterPageRefresh","AllTests","Wed Jun 25 11:26:09 GMT 2025","passed","Wed Jun 25 11:26:09 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","RegularTests","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"","1207","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 25 11:27:36 GMT 2025","passed","Wed Jun 25 11:27:38 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify valid name/email submission shows confirmation message.","1271","verifyPaymentSubmissionWithValidData","AllTests","Wed Jun 25 11:26:13 GMT 2025","passed","Wed Jun 25 11:26:14 GMT 2025","com.coffeecart.ui.PaymentSubmissionWithValidDataTest","RegularTests","com.coffeecart.ui.PaymentSubmissionWithValidDataTest","verifyPaymentSubmissionWithValidData"
"Check titles of all coffee cards on the menu page","16","checkCorrectCardTitles","AllTests","Wed Jun 25 11:27:20 GMT 2025","passed","Wed Jun 25 11:27:20 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Test verification of pop-up cart functioning (buttons +/-)","587","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 25 11:26:19 GMT 2025","passed","Wed Jun 25 11:26:20 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","2367","verifyInvalidEmailValidation","AllTests","Wed Jun 25 11:26:27 GMT 2025","passed","Wed Jun 25 11:26:29 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Test verification of pop-up cart functioning (buttons +/-)","569","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 25 11:26:19 GMT 2025","passed","Wed Jun 25 11:26:19 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check titles of all coffee cards on the menu page","106","checkCorrectCardTitles","AllTests","Wed Jun 25 11:27:21 GMT 2025","passed","Wed Jun 25 11:27:21 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check incorrect given ingredients handling","129","checkIncorrectFullComplianceCardIngredients","AllTests","Wed Jun 25 11:27:22 GMT 2025","passed","Wed Jun 25 11:27:22 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Check titles of all coffee cards on the menu page","38","checkCorrectCardTitles","AllTests","Wed Jun 25 11:27:20 GMT 2025","passed","Wed Jun 25 11:27:20 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","124","checkCorrectCardPrices","AllTests","Wed Jun 25 11:27:20 GMT 2025","passed","Wed Jun 25 11:27:20 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","0","firstTest","AllTests","Wed Jun 25 11:26:22 GMT 2025","passed","Wed Jun 25 11:26:22 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","firstTest"
"Verify '+' button is disabled for '(Discounted) Mocha' in the Cart Page","2708","testPlusButtonForDiscountedMocha","AllTests","Wed Jun 25 11:27:30 GMT 2025","failed","Wed Jun 25 11:27:33 GMT 2025","com.coffeecart.ui.TestDiscountedMochaButton","RegularTests","com.coffeecart.ui.TestDiscountedMochaButton","testPlusButtonForDiscountedMocha"
"","0","firstTest","AllTests","Wed Jun 25 11:28:03 GMT 2025","passed","Wed Jun 25 11:28:03 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","firstTest"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2587","luckyDayPopUpAppearsTest","AllTests","Wed Jun 25 11:25:53 GMT 2025","passed","Wed Jun 25 11:25:55 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Verify successful payment clear the cart","3107","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 25 11:27:03 GMT 2025","passed","Wed Jun 25 11:27:06 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","777","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 25 11:27:40 GMT 2025","passed","Wed Jun 25 11:27:41 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Test verification of pop-up cart functioning (buttons +/-)","579","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 25 11:26:15 GMT 2025","passed","Wed Jun 25 11:26:15 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2578","luckyDayPopUpAppearsTest","AllTests","Wed Jun 25 11:25:55 GMT 2025","passed","Wed Jun 25 11:25:58 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
