"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3583","possibilityAddingMocha","AllTests","Fri Jun 20 09:49:36 GMT 2025","passed","Fri Jun 20 09:49:40 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","1554","verifyInvalidEmailValidation","AllTests","Fri Jun 20 09:47:45 GMT 2025","passed","Fri Jun 20 09:47:47 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"","147","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Fri Jun 20 09:48:54 GMT 2025","passed","Fri Jun 20 09:48:54 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check titles of all coffee cards on the menu page","45","checkCorrectCardTitles","AllTests","Fri Jun 20 09:48:41 GMT 2025","passed","Fri Jun 20 09:48:41 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","4430","addModalOpensAfterPageRefresh","AllTests","Fri Jun 20 09:47:29 GMT 2025","broken","Fri Jun 20 09:47:33 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","RegularTests","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"Verify successful payment clear the cart","3142","testSuccessfulPaymentClearPrice","AllTests","Fri Jun 20 09:48:31 GMT 2025","passed","Fri Jun 20 09:48:35 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify order button restriction with empty cart","11475","TestTotalButtonRestrictionWithEmptyCart","AllTests","Fri Jun 20 09:49:03 GMT 2025","broken","Fri Jun 20 09:49:15 GMT 2025","com.coffeecart.ui.TestTotalButtonRestriction","RegularTests","com.coffeecart.ui.TestTotalButtonRestriction","TestTotalButtonRestrictionWithEmptyCart"
"","2483","verifyInvalidEmailValidation","AllTests","Fri Jun 20 09:47:48 GMT 2025","passed","Fri Jun 20 09:47:51 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1971","luckyDayPopUpAppearsTest","AllTests","Fri Jun 20 09:47:25 GMT 2025","broken","Fri Jun 20 09:47:27 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Verify that double-clicking the drink name translates it into Chinese","6391","testChineseNamesOfProducts","AllTests","Fri Jun 20 09:48:04 GMT 2025","failed","Fri Jun 20 09:48:11 GMT 2025","com.coffeecart.ui.VerifyTranslationToChineseTest","RegularTests","com.coffeecart.ui.VerifyTranslationToChineseTest","testChineseNamesOfProducts"
