"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test verification of pop-up cart functioning (buttons +/-)","652","Verify cart pop-up functionality for any drink from the menu","AllTests","Thu Jun 19 09:57:50 GMT 2025","passed","Thu Jun 19 09:57:51 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3730","possibilityAddingMocha","AllTests","Thu Jun 19 09:59:27 GMT 2025","passed","Thu Jun 19 09:59:31 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check titles of all coffee cards on the menu page","38","checkCorrectCardTitles","AllTests","Thu Jun 19 09:58:47 GMT 2025","passed","Thu Jun 19 09:58:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","3420","verifyValidEmailSubmission","AllTests","Thu Jun 19 09:58:02 GMT 2025","passed","Thu Jun 19 09:58:05 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyValidEmailSubmission"
"","2139","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Thu Jun 19 09:59:04 GMT 2025","broken","Thu Jun 19 09:59:06 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify the functioning of the ""Total"" button on ""Menu"" and ""Cart"" pages.","891","testTotalButton","AllTests","Thu Jun 19 10:00:00 GMT 2025","passed","Thu Jun 19 10:00:01 GMT 2025","com.coffeecart.ui.TestTotalButtonOnMainAndCart","RegularTests","com.coffeecart.ui.TestTotalButtonOnMainAndCart","testTotalButton"
"Check titles of all coffee cards on the menu page","50","checkCorrectCardTitles","AllTests","Thu Jun 19 09:58:47 GMT 2025","passed","Thu Jun 19 09:58:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check incorrect given ingredients handling","133","checkIncorrectFullComplianceCardIngredients","AllTests","Thu Jun 19 09:58:49 GMT 2025","passed","Thu Jun 19 09:58:49 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Check prices correctness for all coffee cards on the menu page","114","checkCorrectCardPrices","AllTests","Thu Jun 19 09:58:46 GMT 2025","passed","Thu Jun 19 09:58:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify that the (Discounted) Mocha item in the Cart Page disappears after removing the other coffee cups via the '-' button","4055","verifyDiscountedMochaCardMinusButton","AllTests","Thu Jun 19 09:58:52 GMT 2025","failed","Thu Jun 19 09:58:56 GMT 2025","com.coffeecart.ui.TestDiscountedMochaCartPageMinusButton","RegularTests","com.coffeecart.ui.TestDiscountedMochaCartPageMinusButton","verifyDiscountedMochaCardMinusButton"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3657","possibilityAddingMocha","AllTests","Thu Jun 19 09:59:43 GMT 2025","passed","Thu Jun 19 09:59:47 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check length of all coffee cards on the menu page","13","checkCardsLength","AllTests","Thu Jun 19 09:58:46 GMT 2025","passed","Thu Jun 19 09:58:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Check prices correctness for all coffee cards on the menu page","131","checkCorrectCardPrices","AllTests","Thu Jun 19 09:58:46 GMT 2025","passed","Thu Jun 19 09:58:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","2437","verifyInvalidEmailValidation","AllTests","Thu Jun 19 09:57:57 GMT 2025","passed","Thu Jun 19 09:57:59 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Verify successful payment clear the cart","1209","testSuccessfulPaymentClearPrice","AllTests","Thu Jun 19 09:58:36 GMT 2025","broken","Thu Jun 19 09:58:37 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify successful payment clear the cart","2729","testSuccessfulPaymentClearPrice","AllTests","Thu Jun 19 09:58:27 GMT 2025","passed","Thu Jun 19 09:58:29 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify successful payment clear the cart","3210","testSuccessfulPaymentClearPrice","AllTests","Thu Jun 19 09:58:17 GMT 2025","passed","Thu Jun 19 09:58:21 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1382","possibilityAddingMocha","AllTests","Thu Jun 19 09:59:42 GMT 2025","broken","Thu Jun 19 09:59:43 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check incorrect given ingredients handling","136","checkIncorrectFullComplianceCardIngredients","AllTests","Thu Jun 19 09:58:49 GMT 2025","passed","Thu Jun 19 09:58:49 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Test verification of pop-up cart functioning (buttons +/-)","1285","Verify cart pop-up functionality for any drink from the menu","AllTests","Thu Jun 19 09:57:46 GMT 2025","broken","Thu Jun 19 09:57:47 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check prices correctness for all coffee cards on the menu page","117","checkCorrectCardPrices","AllTests","Thu Jun 19 09:58:46 GMT 2025","passed","Thu Jun 19 09:58:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1327","possibilityAddingMocha","AllTests","Thu Jun 19 09:59:59 GMT 2025","broken","Thu Jun 19 10:00:00 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","0","firstTest","AllTests","Thu Jun 19 09:57:51 GMT 2025","passed","Thu Jun 19 09:57:51 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","firstTest"
"Verify that lucky proposition drink is not added to cart after refusing from it","4758","testLuckyPropositionDiscard","AllTests","Thu Jun 19 09:57:11 GMT 2025","broken","Thu Jun 19 09:57:16 GMT 2025","com.coffeecart.ui.DiscardLuckyPropositionTest","RegularTests","com.coffeecart.ui.DiscardLuckyPropositionTest","testLuckyPropositionDiscard"
"Test verification of pop-up cart functioning (buttons +/-)","539","Verify cart pop-up functionality for any drink from the menu","AllTests","Thu Jun 19 09:57:44 GMT 2025","passed","Thu Jun 19 09:57:45 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","3236","testSuccessfulPaymentClearPrice","AllTests","Thu Jun 19 09:58:37 GMT 2025","passed","Thu Jun 19 09:58:40 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3686","possibilityAddingMocha","AllTests","Thu Jun 19 09:59:38 GMT 2025","passed","Thu Jun 19 09:59:42 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify successful payment clear the cart","1235","testSuccessfulPaymentClearPrice","AllTests","Thu Jun 19 09:58:44 GMT 2025","broken","Thu Jun 19 09:58:45 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2608","luckyDayPopUpAppearsTest","AllTests","Thu Jun 19 09:57:23 GMT 2025","broken","Thu Jun 19 09:57:26 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Verify successful payment clear the cart","3157","testSuccessfulPaymentClearPrice","AllTests","Thu Jun 19 09:58:29 GMT 2025","passed","Thu Jun 19 09:58:33 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1493","verifyInvalidEmailValidation","AllTests","Thu Jun 19 09:57:53 GMT 2025","passed","Thu Jun 19 09:57:54 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
