"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check full ingredients compliance for coffee cards on the page","128","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 12:43:39 GMT 2025","passed","Mon Jun 23 12:43:39 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check prices correctness for all coffee cards on the menu page","108","checkCorrectCardPrices","AllTests","Mon Jun 23 12:43:37 GMT 2025","passed","Mon Jun 23 12:43:37 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check full ingredients compliance for coffee cards on the page","116","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 12:43:39 GMT 2025","passed","Mon Jun 23 12:43:39 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify successful payment clear the cart","1187","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 12:43:27 GMT 2025","broken","Mon Jun 23 12:43:28 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify successful payment clear the cart","3041","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 12:43:21 GMT 2025","passed","Mon Jun 23 12:43:24 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Test verification of pop-up cart functioning (buttons +/-)","536","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:42:37 GMT 2025","passed","Mon Jun 23 12:42:37 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","2644","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 12:43:24 GMT 2025","passed","Mon Jun 23 12:43:27 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check prices correctness for all coffee cards on the menu page","104","checkCorrectCardPrices","AllTests","Mon Jun 23 12:43:37 GMT 2025","passed","Mon Jun 23 12:43:37 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","0","firstTest","AllTests","Mon Jun 23 12:43:08 GMT 2025","passed","Mon Jun 23 12:43:08 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"Test verification of pop-up cart functioning (buttons +/-)","522","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:42:36 GMT 2025","passed","Mon Jun 23 12:42:37 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check titles of all coffee cards on the menu page","36","checkCorrectCardTitles","AllTests","Mon Jun 23 12:43:38 GMT 2025","passed","Mon Jun 23 12:43:38 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check titles of all coffee cards on the menu page","65","checkCorrectCardTitles","AllTests","Mon Jun 23 12:43:38 GMT 2025","passed","Mon Jun 23 12:43:38 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verification of data changes synchronization between the cart page and the pop-up cart","1132","testSynchronizationBetweenCarts","AllTests","Mon Jun 23 12:43:41 GMT 2025","passed","Mon Jun 23 12:43:42 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","RegularTests","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
"","2118","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 12:43:54 GMT 2025","broken","Mon Jun 23 12:43:57 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1267","possibilityAddingMocha","AllTests","Mon Jun 23 12:44:36 GMT 2025","broken","Mon Jun 23 12:44:38 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Test verification of pop-up cart functioning (buttons +/-)","587","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:42:41 GMT 2025","passed","Mon Jun 23 12:42:41 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","0","firstTest","AllTests","Mon Jun 23 12:44:17 GMT 2025","passed","Mon Jun 23 12:44:17 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","firstTest"
