"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1345","possibilityAddingMocha","Surefire suite","Fri Jun 13 10:50:06 GMT 2025","broken","Fri Jun 13 10:50:07 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","229","Example of BDD suite","Surefire suite","Fri Jun 13 10:50:09 GMT 2025","broken","Fri Jun 13 10:50:09 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","scenario"
"Verify the correctness of decreasing the number of {drinkName} on the Cart page","2696","checkDecreaseButtonInTheCartList","Surefire suite","Fri Jun 13 10:49:30 GMT 2025","passed","Fri Jun 13 10:49:32 GMT 2025","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","Surefire test","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","checkDecreaseButtonInTheCartList"
"Test verification of pop-up cart functioning (buttons +/-)","578","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Fri Jun 13 10:48:03 GMT 2025","passed","Fri Jun 13 10:48:04 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check titles of all coffee cards on the menu page","76","checkCorrectCardTitles","Surefire suite","Fri Jun 13 10:48:52 GMT 2025","passed","Fri Jun 13 10:48:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","133","verifyLuckyDayModalAfterEvery3rdItem","Surefire suite","Fri Jun 13 10:49:08 GMT 2025","passed","Fri Jun 13 10:49:09 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","Surefire test","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Test verification of pop-up cart functioning (buttons +/-)","545","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Fri Jun 13 10:48:01 GMT 2025","passed","Fri Jun 13 10:48:02 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check titles of all coffee cards on the menu page","35","checkCorrectCardTitles","Surefire suite","Fri Jun 13 10:48:51 GMT 2025","passed","Fri Jun 13 10:48:51 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","2103","verifyLuckyDayModalAfterEvery3rdItem","Surefire suite","Fri Jun 13 10:49:12 GMT 2025","broken","Fri Jun 13 10:49:14 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","Surefire test","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"","1215","verifyLuckyDayModalAfterEvery3rdItem","Surefire suite","Fri Jun 13 10:49:16 GMT 2025","broken","Fri Jun 13 10:49:17 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","Surefire test","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of data changes synchronization between the cart page and the pop-up cart","1174","testSynchronizationBetweenCarts","Surefire suite","Fri Jun 13 10:48:59 GMT 2025","passed","Fri Jun 13 10:49:00 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","Surefire test","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
"","0","firstTest","Surefire suite","Fri Jun 13 10:48:06 GMT 2025","passed","Fri Jun 13 10:48:06 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","firstTest"
"Check full ingredients compliance for coffee cards on the page","116","checkFullComplianceCardIngredients","Surefire suite","Fri Jun 13 10:48:53 GMT 2025","passed","Fri Jun 13 10:48:53 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check full ingredients compliance for coffee cards on the page","118","checkFullComplianceCardIngredients","Surefire suite","Fri Jun 13 10:48:52 GMT 2025","passed","Fri Jun 13 10:48:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check titles of all coffee cards on the menu page","46","checkCorrectCardTitles","Surefire suite","Fri Jun 13 10:48:51 GMT 2025","passed","Fri Jun 13 10:48:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","310","Example of BDD suite","Surefire suite","Fri Jun 13 10:50:09 GMT 2025","broken","Fri Jun 13 10:50:09 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","scenario"
"Check incorrect given ingredients handling","111","checkIncorrectFullComplianceCardIngredients","Surefire suite","Fri Jun 13 10:48:53 GMT 2025","passed","Fri Jun 13 10:48:53 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3538","possibilityAddingMocha","Surefire suite","Fri Jun 13 10:49:42 GMT 2025","passed","Fri Jun 13 10:49:46 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check prices correctness for all coffee cards on the menu page","105","checkCorrectCardPrices","Surefire suite","Fri Jun 13 10:48:51 GMT 2025","passed","Fri Jun 13 10:48:51 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify the correctness of increasing the number of items on the Cart page","409","testIncreaseItemsNumberInCart","Surefire suite","Fri Jun 13 10:48:05 GMT 2025","passed","Fri Jun 13 10:48:06 GMT 2025","com.coffeecart.ui.increasingItemsNumber.IncreaseItemsNumberInCartTest","Surefire test","com.coffeecart.ui.increasingItemsNumber.IncreaseItemsNumberInCartTest","testIncreaseItemsNumberInCart"
"Verify successful payment clear the cart","1210","testSuccessfulPaymentClearPrice","Surefire suite","Fri Jun 13 10:48:49 GMT 2025","broken","Fri Jun 13 10:48:50 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1364","possibilityAddingMocha","Surefire suite","Fri Jun 13 10:49:49 GMT 2025","broken","Fri Jun 13 10:49:51 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","2382","verifyInvalidEmailValidation","Surefire suite","Fri Jun 13 10:48:12 GMT 2025","passed","Fri Jun 13 10:48:14 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"","0","firstTest","Surefire suite","Fri Jun 13 10:48:25 GMT 2025","passed","Fri Jun 13 10:48:25 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"","4312","addModalOpensAfterPageRefresh","Surefire suite","Fri Jun 13 10:47:48 GMT 2025","broken","Fri Jun 13 10:47:53 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","Surefire test","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"Check prices correctness for all coffee cards on the menu page","103","checkCorrectCardPrices","Surefire suite","Fri Jun 13 10:48:51 GMT 2025","passed","Fri Jun 13 10:48:51 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Test verification of pop-up cart functioning (buttons +/-)","597","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Fri Jun 13 10:47:58 GMT 2025","passed","Fri Jun 13 10:47:58 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check full ingredients compliance for coffee cards on the page","118","checkFullComplianceCardIngredients","Surefire suite","Fri Jun 13 10:48:52 GMT 2025","passed","Fri Jun 13 10:48:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","157","Runs Cucumber Scenarios","Surefire suite","Fri Jun 13 10:50:12 GMT 2025","broken","Fri Jun 13 10:50:12 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","runScenario"
"","157","Runs Cucumber Scenarios","Surefire suite","Fri Jun 13 10:50:11 GMT 2025","broken","Fri Jun 13 10:50:11 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","runScenario"
"Verify successful payment clear the cart","2603","testSuccessfulPaymentClearPrice","Surefire suite","Fri Jun 13 10:48:36 GMT 2025","passed","Fri Jun 13 10:48:39 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","163","Example of BDD suite","Surefire suite","Fri Jun 13 10:50:10 GMT 2025","broken","Fri Jun 13 10:50:10 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","scenario"
"Verify successful payment clear the cart","2670","testSuccessfulPaymentClearPrice","Surefire suite","Fri Jun 13 10:48:25 GMT 2025","passed","Fri Jun 13 10:48:28 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","3343","verifyValidEmailSubmission","Surefire suite","Fri Jun 13 10:48:16 GMT 2025","passed","Fri Jun 13 10:48:20 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","verifyValidEmailSubmission"
"Test verification of pop-up cart functioning (buttons +/-)","527","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Fri Jun 13 10:47:59 GMT 2025","passed","Fri Jun 13 10:48:00 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","1488","verifyInvalidEmailValidation","Surefire suite","Fri Jun 13 10:48:08 GMT 2025","passed","Fri Jun 13 10:48:09 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Test verification of pop-up cart functioning (buttons +/-)","518","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Fri Jun 13 10:47:58 GMT 2025","passed","Fri Jun 13 10:47:59 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check full ingredients compliance for coffee cards on the page","114","checkFullComplianceCardIngredients","Surefire suite","Fri Jun 13 10:48:52 GMT 2025","passed","Fri Jun 13 10:48:53 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","161","Runs Cucumber Scenarios","Surefire suite","Fri Jun 13 10:50:11 GMT 2025","broken","Fri Jun 13 10:50:11 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","runScenario"
"","157","Example of BDD suite","Surefire suite","Fri Jun 13 10:50:10 GMT 2025","broken","Fri Jun 13 10:50:10 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","scenario"
"","1215","verifyLuckyDayModalAfterEvery3rdItem","Surefire suite","Fri Jun 13 10:49:11 GMT 2025","passed","Fri Jun 13 10:49:12 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","Surefire test","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify successful payment clear the cart","2659","testSuccessfulPaymentClearPrice","Surefire suite","Fri Jun 13 10:48:43 GMT 2025","passed","Fri Jun 13 10:48:46 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check length of all coffee cards on the menu page","18","checkCardsLength","Surefire suite","Fri Jun 13 10:48:50 GMT 2025","passed","Fri Jun 13 10:48:50 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"","164","Runs Cucumber Scenarios","Surefire suite","Fri Jun 13 10:50:12 GMT 2025","broken","Fri Jun 13 10:50:12 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","runScenario"
"Verify error handling when invalid data is entered in the Name field.","549","VerifyName","Surefire suite","Fri Jun 13 10:47:47 GMT 2025","passed","Fri Jun 13 10:47:48 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","VerifyName"
"","162","Example of BDD suite","Surefire suite","Fri Jun 13 10:50:10 GMT 2025","broken","Fri Jun 13 10:50:10 GMT 2025","com.coffeecart.cucumber.TestRunnerCucumber","Surefire test","com.coffeecart.cucumber.TestRunnerCucumber","scenario"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5043","possibilityAddingMocha","Surefire suite","Fri Jun 13 10:49:55 GMT 2025","passed","Fri Jun 13 10:50:01 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Test verification of pop-up cart functioning (buttons +/-)","570","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Fri Jun 13 10:48:04 GMT 2025","passed","Fri Jun 13 10:48:04 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
