"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify adding multiple drinks updates cart counter.","1638","testAddMultipleCupsToCart","AllTests","Wed Jun 18 12:22:24 GMT 2025","passed","Wed Jun 18 12:22:26 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","RegularTests","com.coffeecart.ui.TestAddCupsToCart","testAddMultipleCupsToCart"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1356","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:41 GMT 2025","broken","Wed Jun 18 12:22:42 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2606","luckyDayPopUpAppearsTest","AllTests","Wed Jun 18 12:20:21 GMT 2025","broken","Wed Jun 18 12:20:24 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Verify valid name/email submission shows confirmation message.","1286","verifyPaymentSubmissionWithValidData","AllTests","Wed Jun 18 12:20:40 GMT 2025","passed","Wed Jun 18 12:20:41 GMT 2025","com.coffeecart.ui.PaymentSubmissionWithValidDataTest","RegularTests","com.coffeecart.ui.PaymentSubmissionWithValidDataTest","verifyPaymentSubmissionWithValidData"
"Check titles of all coffee cards on the menu page","48","checkCorrectCardTitles","AllTests","Wed Jun 18 12:21:45 GMT 2025","passed","Wed Jun 18 12:21:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check incorrect given ingredients handling","117","checkIncorrectFullComplianceCardIngredients","AllTests","Wed Jun 18 12:21:47 GMT 2025","passed","Wed Jun 18 12:21:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Check prices correctness for all coffee cards on the menu page","108","checkCorrectCardPrices","AllTests","Wed Jun 18 12:21:45 GMT 2025","passed","Wed Jun 18 12:21:45 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check incorrect given ingredients handling","119","checkIncorrectFullComplianceCardIngredients","AllTests","Wed Jun 18 12:21:47 GMT 2025","passed","Wed Jun 18 12:21:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","158","Test ""Total"" button on Menu and Cart pages","","Wed Jun 18 12:23:02 GMT 2025","skipped","Wed Jun 18 12:23:02 GMT 2025","","Verification of the functioning oh the ""Total"" button functionality on ""Menu"" and ""Cart"" pages","Test ""Total"" button on Menu and Cart pages",""
"Check length of all coffee cards on the menu page","18","checkCardsLength","AllTests","Wed Jun 18 12:21:44 GMT 2025","passed","Wed Jun 18 12:21:44 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCardsLength"
"Verify that the Discounted Mocha item in the Cart Page disappears after removing the other coffee cups via the 'x' button","3933","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage","AllTests","Wed Jun 18 12:20:13 GMT 2025","failed","Wed Jun 18 12:20:17 GMT 2025","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","RegularTests","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3603","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:42 GMT 2025","passed","Wed Jun 18 12:22:45 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3639","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:37 GMT 2025","passed","Wed Jun 18 12:22:41 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check titles of all coffee cards on the menu page","86","checkCorrectCardTitles","AllTests","Wed Jun 18 12:21:46 GMT 2025","passed","Wed Jun 18 12:21:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check titles of all coffee cards on the menu page","78","checkCorrectCardTitles","AllTests","Wed Jun 18 12:21:46 GMT 2025","passed","Wed Jun 18 12:21:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check prices correctness for all coffee cards on the menu page","108","checkCorrectCardPrices","AllTests","Wed Jun 18 12:21:45 GMT 2025","passed","Wed Jun 18 12:21:45 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"","3362","verifyValidEmailSubmission","AllTests","Wed Jun 18 12:21:00 GMT 2025","passed","Wed Jun 18 12:21:03 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyValidEmailSubmission"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1307","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:57 GMT 2025","broken","Wed Jun 18 12:22:58 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"  As a user
  I want to verify discounted mocha behavior when removing other items
  So that I understand the special offer rules","164","Verify Discounted Mocha disappears after removing other items","","Wed Jun 18 12:23:01 GMT 2025","skipped","Wed Jun 18 12:23:01 GMT 2025","","Discounted Mocha Removal","Verify Discounted Mocha disappears after removing other items",""
"","2497","verifyInvalidEmailValidation","AllTests","Wed Jun 18 12:20:53 GMT 2025","passed","Wed Jun 18 12:20:55 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5212","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:52 GMT 2025","passed","Wed Jun 18 12:22:57 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","0","firstTest","AllTests","Wed Jun 18 12:20:49 GMT 2025","passed","Wed Jun 18 12:20:49 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","firstTest"
"Check prices correctness for all coffee cards on the menu page","106","checkCorrectCardPrices","AllTests","Wed Jun 18 12:21:45 GMT 2025","passed","Wed Jun 18 12:21:45 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check full ingredients compliance for coffee cards on the page","148","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:21:47 GMT 2025","passed","Wed Jun 18 12:21:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Test verification of pop-up cart functioning (buttons +/-)","611","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:20:48 GMT 2025","passed","Wed Jun 18 12:20:48 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Check full ingredients compliance for coffee cards on the page","124","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:21:46 GMT 2025","passed","Wed Jun 18 12:21:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify successful payment clear the cart","3256","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:21:39 GMT 2025","passed","Wed Jun 18 12:21:42 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Test verification of pop-up cart functioning (buttons +/-)","554","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:20:43 GMT 2025","passed","Wed Jun 18 12:20:44 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","151","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:21:59 GMT 2025","passed","Wed Jun 18 12:21:59 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"","178","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:22:02 GMT 2025","passed","Wed Jun 18 12:22:02 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3572","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:33 GMT 2025","passed","Wed Jun 18 12:22:37 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3676","possibilityAddingMocha","AllTests","Wed Jun 18 12:22:26 GMT 2025","passed","Wed Jun 18 12:22:30 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","2462","verifyInvalidEmailValidation","AllTests","Wed Jun 18 12:20:55 GMT 2025","passed","Wed Jun 18 12:20:57 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Verify error handling when invalid data is entered in the Name field.","567","VerifyName","AllTests","Wed Jun 18 12:20:31 GMT 2025","passed","Wed Jun 18 12:20:31 GMT 2025","com.coffeecart.ui.TestName","RegularTests","com.coffeecart.ui.TestName","VerifyName"
"Verify that the (Discounted) Mocha item in the Cart Page disappears after removing the other coffee cups via the '-' button","4041","verifyDiscountedMochaCardMinusButton","AllTests","Wed Jun 18 12:21:51 GMT 2025","failed","Wed Jun 18 12:21:55 GMT 2025","com.coffeecart.ui.TestDiscountedMochaCartPageMinusButton","RegularTests","com.coffeecart.ui.TestDiscountedMochaCartPageMinusButton","verifyDiscountedMochaCardMinusButton"
"Check full ingredients compliance for coffee cards on the page","134","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:21:47 GMT 2025","passed","Wed Jun 18 12:21:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify successful payment clear the cart","3155","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:21:22 GMT 2025","passed","Wed Jun 18 12:21:25 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Test verification of pop-up cart functioning (buttons +/-)","1180","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:20:46 GMT 2025","broken","Wed Jun 18 12:20:47 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","1202","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:22:07 GMT 2025","broken","Wed Jun 18 12:22:08 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check prices correctness for all coffee cards on the menu page","111","checkCorrectCardPrices","AllTests","Wed Jun 18 12:21:45 GMT 2025","passed","Wed Jun 18 12:21:45 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verify successful payment clear the cart","2706","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:21:19 GMT 2025","passed","Wed Jun 18 12:21:22 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","0","firstTest","AllTests","Wed Jun 18 12:21:16 GMT 2025","passed","Wed Jun 18 12:21:16 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","firstTest"
"Test verification of pop-up cart functioning (buttons +/-)","644","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:20:48 GMT 2025","passed","Wed Jun 18 12:20:49 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","2116","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:22:03 GMT 2025","broken","Wed Jun 18 12:22:05 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check full ingredients compliance for coffee cards on the page","123","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:21:46 GMT 2025","passed","Wed Jun 18 12:21:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
