"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2110","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Wed Jun 18 12:07:14 GMT 2025","broken","Wed Jun 18 12:07:16 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verify successful payment clear the cart","2620","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:06:37 GMT 2025","passed","Wed Jun 18 12:06:39 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","4325","addModalOpensAfterPageRefresh","AllTests","Wed Jun 18 12:05:55 GMT 2025","broken","Wed Jun 18 12:05:59 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","RegularTests","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"Check full ingredients compliance for coffee cards on the page","123","checkFullComplianceCardIngredients","AllTests","Wed Jun 18 12:06:59 GMT 2025","passed","Wed Jun 18 12:06:59 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1490","luckyDayPopUpAppearsTest","AllTests","Wed Jun 18 12:05:42 GMT 2025","broken","Wed Jun 18 12:05:44 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Test verification of pop-up cart functioning (buttons +/-)","525","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:06:05 GMT 2025","passed","Wed Jun 18 12:06:05 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Test verification of pop-up cart functioning (buttons +/-)","609","Verify cart pop-up functionality for any drink from the menu","AllTests","Wed Jun 18 12:06:09 GMT 2025","passed","Wed Jun 18 12:06:10 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","1212","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:06:55 GMT 2025","broken","Wed Jun 18 12:06:56 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"  As a user
  I want to increase the quantity of an item in my cart
  So that I can easily adjust the number of items I want to purchase","170","Verify increasing item quantity on Cart page","","Wed Jun 18 12:08:11 GMT 2025","skipped","Wed Jun 18 12:08:11 GMT 2025","","Increasing Items Number in Cart","Verify increasing item quantity on Cart page",""
"Verify successful payment clear the cart","1178","testSuccessfulPaymentClearPrice","AllTests","Wed Jun 18 12:06:48 GMT 2025","broken","Wed Jun 18 12:06:49 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check incorrect given ingredients handling","114","checkIncorrectFullComplianceCardIngredients","AllTests","Wed Jun 18 12:07:00 GMT 2025","passed","Wed Jun 18 12:07:00 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Verification of data changes synchronization between the cart page and the pop-up cart","1165","testSynchronizationBetweenCarts","AllTests","Wed Jun 18 12:07:01 GMT 2025","passed","Wed Jun 18 12:07:02 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","RegularTests","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
