"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check full ingredients compliance for coffee cards on the page","116","checkFullComplianceCardIngredients","Surefire suite","Thu Jun 05 11:42:15 GMT 2025","passed","Thu Jun 05 11:42:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify that the Discounted Mocha item in the Cart Page disappears after removing the other coffee cups via the 'x' button","3818","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage","Surefire suite","Thu Jun 05 11:41:26 GMT 2025","failed","Thu Jun 05 11:41:30 GMT 2025","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","Surefire test","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage"
"Check prices correctness for all coffee cards on the menu page","118","checkCorrectCardPrices","Surefire suite","Thu Jun 05 11:42:13 GMT 2025","passed","Thu Jun 05 11:42:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Test verification of pop-up cart functioning (buttons +/-)","609","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Thu Jun 05 11:40:58 GMT 2025","passed","Thu Jun 05 11:40:59 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","3183","testSuccessfulPaymentClearPrice","Surefire suite","Thu Jun 05 11:42:36 GMT 2025","passed","Thu Jun 05 11:42:39 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check titles of all coffee cards on the menu page","15","checkCorrectCardTitles","Surefire suite","Thu Jun 05 11:42:13 GMT 2025","passed","Thu Jun 05 11:42:13 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Verify successful payment clear the cart","3138","testSuccessfulPaymentClearPrice","Surefire suite","Thu Jun 05 11:42:39 GMT 2025","passed","Thu Jun 05 11:42:42 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","4457","addModalOpensAfterPageRefresh","Surefire suite","Thu Jun 05 11:41:30 GMT 2025","broken","Thu Jun 05 11:41:35 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","Surefire test","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"Verification of data changes synchronization between the cart page and the pop-up cart","1149","testSynchronizationBetweenCarts","Surefire suite","Thu Jun 05 11:42:21 GMT 2025","passed","Thu Jun 05 11:42:22 GMT 2025","com.coffeecart.ui.TestSynchronizationBetweenCarts","Surefire test","com.coffeecart.ui.TestSynchronizationBetweenCarts","testSynchronizationBetweenCarts"
"Check incorrect given ingredients handling","114","checkIncorrectFullComplianceCardIngredients","Surefire suite","Thu Jun 05 11:42:15 GMT 2025","passed","Thu Jun 05 11:42:15 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Verify order button restriction with empty cart","11469","TestTotalButtonRestrictionWithEmptyCart","Surefire suite","Thu Jun 05 11:41:09 GMT 2025","broken","Thu Jun 05 11:41:21 GMT 2025","com.coffeecart.ui.TestTotalButtonRestriction","Surefire test","com.coffeecart.ui.TestTotalButtonRestriction","TestTotalButtonRestrictionWithEmptyCart"
