"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2520","verifyNoButtonOnAddModal","AllTests","Mon Jun 23 12:50:50 GMT 2025","passed","Mon Jun 23 12:50:52 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","RegularTests","com.coffeecart.ui.TestNoButtonRightClickModal","verifyNoButtonOnAddModal"
"","143","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Mon Jun 23 12:52:09 GMT 2025","passed","Mon Jun 23 12:52:09 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check titles of all coffee cards on the menu page","78","checkCorrectCardTitles","AllTests","Mon Jun 23 12:51:56 GMT 2025","passed","Mon Jun 23 12:51:56 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Test verification of pop-up cart functioning (buttons +/-)","584","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:51:00 GMT 2025","passed","Mon Jun 23 12:51:00 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify successful payment clear the cart","3141","testSuccessfulPaymentClearPrice","AllTests","Mon Jun 23 12:51:49 GMT 2025","passed","Mon Jun 23 12:51:53 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Test verification of pop-up cart functioning (buttons +/-)","612","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:51:00 GMT 2025","passed","Mon Jun 23 12:51:01 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Test verification of pop-up cart functioning (buttons +/-)","533","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:50:55 GMT 2025","passed","Mon Jun 23 12:50:56 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"","1624","Test ""Total"" button on Menu and Cart pages","","Mon Jun 23 12:50:22 GMT 2025","passed","Mon Jun 23 12:50:23 GMT 2025","","Verification of the functioning oh the ""Total"" button functionality on ""Menu"" and ""Cart"" pages","Test ""Total"" button on Menu and Cart pages",""
"","4869","Add-to-cart modal reappears after page refresh","","Mon Jun 23 12:49:49 GMT 2025","broken","Mon Jun 23 12:49:54 GMT 2025","","Add-to-cart modal behaviour","Add-to-cart modal reappears after page refresh",""
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","1308","possibilityAddingMocha","AllTests","Mon Jun 23 12:53:06 GMT 2025","broken","Mon Jun 23 12:53:08 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Verify that the Discounted Mocha item in the Cart Page disappears after removing the other coffee cups via the 'x' button","3780","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage","AllTests","Mon Jun 23 12:50:28 GMT 2025","failed","Mon Jun 23 12:50:32 GMT 2025","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","RegularTests","com.coffeecart.ui.CartPageDiscountedMochaRemovalTest","verifyDiscountedMochaRemovalViaRemoveButtonOnCartPage"
"","4307","addModalOpensAfterPageRefresh","AllTests","Mon Jun 23 12:50:45 GMT 2025","broken","Mon Jun 23 12:50:49 GMT 2025","com.coffeecart.ui.TestNoButtonRightClickModal","RegularTests","com.coffeecart.ui.TestNoButtonRightClickModal","addModalOpensAfterPageRefresh"
"Check full ingredients compliance for coffee cards on the page","132","checkFullComplianceCardIngredients","AllTests","Mon Jun 23 12:51:56 GMT 2025","passed","Mon Jun 23 12:51:56 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Test verification of pop-up cart functioning (buttons +/-)","563","Verify cart pop-up functionality for any drink from the menu","AllTests","Mon Jun 23 12:50:59 GMT 2025","passed","Mon Jun 23 12:51:00 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3590","possibilityAddingMocha","AllTests","Mon Jun 23 12:52:51 GMT 2025","passed","Mon Jun 23 12:52:55 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
