"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check prices correctness for all coffee cards on the menu page","116","checkCorrectCardPrices","Surefire suite","Thu Jun 05 11:29:52 GMT 2025","passed","Thu Jun 05 11:29:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check full ingredients compliance for coffee cards on the page","132","checkFullComplianceCardIngredients","Surefire suite","Thu Jun 05 11:29:54 GMT 2025","passed","Thu Jun 05 11:29:54 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify the correctness of increasing the number of items on the Cart page","454","testIncreaseItemsNumberInCart","Surefire suite","Thu Jun 05 11:31:03 GMT 2025","passed","Thu Jun 05 11:31:04 GMT 2025","com.coffeecart.ui.increasingItemsNumber.IncreaseItemsNumberInCartTest","Surefire test","com.coffeecart.ui.increasingItemsNumber.IncreaseItemsNumberInCartTest","testIncreaseItemsNumberInCart"
"Verify adding multiple drinks updates cart counter.","1659","testAddMultipleCupsToCart","Surefire suite","Thu Jun 05 11:31:01 GMT 2025","passed","Thu Jun 05 11:31:03 GMT 2025","com.coffeecart.ui.TestAddCupsToCart","Surefire test","com.coffeecart.ui.TestAddCupsToCart","testAddMultipleCupsToCart"
"Verify successful payment clear the cart","3196","testSuccessfulPaymentClearPrice","Surefire suite","Thu Jun 05 11:30:38 GMT 2025","passed","Thu Jun 05 11:30:41 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check prices correctness for all coffee cards on the menu page","116","checkCorrectCardPrices","Surefire suite","Thu Jun 05 11:29:52 GMT 2025","passed","Thu Jun 05 11:29:52 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Check incorrect given ingredients handling","116","checkIncorrectFullComplianceCardIngredients","Surefire suite","Thu Jun 05 11:29:54 GMT 2025","passed","Thu Jun 05 11:29:54 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","1447","verifyInvalidEmailValidation","Surefire suite","Thu Jun 05 11:30:45 GMT 2025","passed","Thu Jun 05 11:30:46 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"Check incorrect given ingredients handling","144","checkIncorrectFullComplianceCardIngredients","Surefire suite","Thu Jun 05 11:29:55 GMT 2025","passed","Thu Jun 05 11:29:55 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Test verification of pop-up cart functioning (buttons +/-)","623","Verify cart pop-up functionality for any drink from the menu","Surefire suite","Thu Jun 05 11:28:43 GMT 2025","passed","Thu Jun 05 11:28:43 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","Surefire test","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verify that double-clicking the drink name translates it into Chinese","6302","testChineseNamesOfProducts","Surefire suite","Thu Jun 05 11:30:07 GMT 2025","failed","Thu Jun 05 11:30:14 GMT 2025","com.coffeecart.ui.VerifyTranslationToChinese.VerifyTranslationToChineseTest","Surefire test","com.coffeecart.ui.VerifyTranslationToChinese.VerifyTranslationToChineseTest","testChineseNamesOfProducts"
"Check titles of all coffee cards on the menu page","30","checkCorrectCardTitles","Surefire suite","Thu Jun 05 11:29:53 GMT 2025","passed","Thu Jun 05 11:29:53 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check titles of all coffee cards on the menu page","81","checkCorrectCardTitles","Surefire suite","Thu Jun 05 11:29:53 GMT 2025","passed","Thu Jun 05 11:29:53 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
