"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2311","luckyDayPopUpAppearsTest","AllTests","Tue Jun 24 09:33:11 GMT 2025","broken","Tue Jun 24 09:33:14 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1525","luckyDayPopUpAppearsTest","AllTests","Tue Jun 24 09:33:07 GMT 2025","broken","Tue Jun 24 09:33:09 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"","2122","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Tue Jun 24 09:34:47 GMT 2025","broken","Tue Jun 24 09:34:49 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5181","possibilityAddingMocha","AllTests","Tue Jun 24 09:35:36 GMT 2025","passed","Tue Jun 24 09:35:41 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"","2360","verifyInvalidEmailValidation","AllTests","Tue Jun 24 09:33:45 GMT 2025","passed","Tue Jun 24 09:33:47 GMT 2025","com.coffeecart.ui.TestEmail","RegularTests","com.coffeecart.ui.TestEmail","verifyInvalidEmailValidation"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","1980","luckyDayPopUpAppearsTest","AllTests","Tue Jun 24 09:33:16 GMT 2025","broken","Tue Jun 24 09:33:18 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Verify the correctness of increasing the number of items on the Cart page","401","testIncreaseItemsNumberInCart","AllTests","Tue Jun 24 09:34:33 GMT 2025","passed","Tue Jun 24 09:34:33 GMT 2025","com.coffeecart.ui.IncreaseItemsNumberInCartTest","RegularTests","com.coffeecart.ui.IncreaseItemsNumberInCartTest","testIncreaseItemsNumberInCart"
"Check full ingredients compliance for coffee cards on the page","129","checkFullComplianceCardIngredients","AllTests","Tue Jun 24 09:34:31 GMT 2025","passed","Tue Jun 24 09:34:32 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify order button restriction with empty cart","11484","TestTotalButtonRestrictionWithEmptyCart","AllTests","Tue Jun 24 09:34:53 GMT 2025","broken","Tue Jun 24 09:35:04 GMT 2025","com.coffeecart.ui.TestTotalButtonRestriction","RegularTests","com.coffeecart.ui.TestTotalButtonRestriction","TestTotalButtonRestrictionWithEmptyCart"
"Verify the correctness of decreasing the number of {drinkName} on the Cart page","2726","checkDecreaseButtonInTheCartList","AllTests","Tue Jun 24 09:35:05 GMT 2025","passed","Tue Jun 24 09:35:07 GMT 2025","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","RegularTests","com.coffeecart.ui.DecreasingButtonOnTheCartPageTest","checkDecreaseButtonInTheCartList"
