"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful payment clear the cart","2763","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:04:12 GMT 2025","passed","Fri May 09 12:04:15 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","1","testQuantities","Surefire suite","Fri May 09 12:04:58 GMT 2025","failed","Fri May 09 12:04:58 GMT 2025","com.coffeecart.ui.TestName","Surefire test","com.coffeecart.ui.TestName","testQuantities"
"Check titles of all coffee cards on the menu page","37","checkCorrectCardTitles","Surefire suite","Fri May 09 12:04:53 GMT 2025","passed","Fri May 09 12:04:53 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"","0","testRecipeOrder","Surefire suite","Fri May 09 12:05:08 GMT 2025","passed","Fri May 09 12:05:08 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","testRecipeOrder"
"Check coffee with some other titles don`t exist on the page","110","checkIncorrectCardTitles","Surefire suite","Fri May 09 12:04:57 GMT 2025","passed","Fri May 09 12:04:57 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardTitles"
"Check incorrect given ingredients length handling","108","checkIncorrectCardIngredientsLength","Surefire suite","Fri May 09 12:04:56 GMT 2025","passed","Fri May 09 12:04:56 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectCardIngredientsLength"
"Check incorrect given ingredients with correct length handling","111","checkIncorrectFullComplianceCardIngredients","Surefire suite","Fri May 09 12:04:57 GMT 2025","passed","Fri May 09 12:04:57 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"","1","firstTest","Surefire suite","Fri May 09 12:05:27 GMT 2025","passed","Fri May 09 12:05:27 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","firstTest"
"","1458","VerifyEmail4","Surefire suite","Fri May 09 12:05:31 GMT 2025","passed","Fri May 09 12:05:33 GMT 2025","com.coffeecart.ui.TestEmail","Surefire test","com.coffeecart.ui.TestEmail","VerifyEmail4"
"","1","testRecipeOrder","Surefire suite","Fri May 09 12:03:46 GMT 2025","passed","Fri May 09 12:03:46 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testRecipeOrder"
"Check full ingredients compliance for coffee cards on the page","146","checkFullComplianceCardIngredients","Surefire suite","Fri May 09 12:04:54 GMT 2025","passed","Fri May 09 12:04:55 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","Surefire test","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verify successful payment clear the cart","2707","testSuccessfulPaymentClearPrice","Surefire suite","Fri May 09 12:04:04 GMT 2025","passed","Fri May 09 12:04:06 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","Surefire test","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Verify order button restriction with empty cart","5534","TestTotalButtonRestrictionWithEmptyCart","Surefire suite","Fri May 09 12:05:02 GMT 2025","passed","Fri May 09 12:05:07 GMT 2025","com.coffeecart.ui.TestTotalButtonRestriction","Surefire test","com.coffeecart.ui.TestTotalButtonRestriction","TestTotalButtonRestrictionWithEmptyCart"
"","0","firstTest","Surefire suite","Fri May 09 12:05:08 GMT 2025","passed","Fri May 09 12:05:08 GMT 2025","com.coffeecart.ui.BaseTest","Surefire test","com.coffeecart.ui.BaseTest","firstTest"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3631","possibilityAddingMocha","Surefire suite","Fri May 09 12:04:31 GMT 2025","passed","Fri May 09 12:04:34 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","Surefire test","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
