"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify successful payment clear the cart","2719","testSuccessfulPaymentClearPrice","AllTests","Tue Jun 24 13:52:42 GMT 2025","passed","Tue Jun 24 13:52:45 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"Check titles of all coffee cards on the menu page","25","checkCorrectCardTitles","AllTests","Tue Jun 24 13:52:47 GMT 2025","passed","Tue Jun 24 13:52:47 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardTitles"
"Check incorrect given ingredients handling","120","checkIncorrectFullComplianceCardIngredients","AllTests","Tue Jun 24 13:52:49 GMT 2025","passed","Tue Jun 24 13:52:49 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkIncorrectFullComplianceCardIngredients"
"Test verification of pop-up cart functioning (buttons +/-)","583","Verify cart pop-up functionality for any drink from the menu","AllTests","Tue Jun 24 13:51:43 GMT 2025","passed","Tue Jun 24 13:51:43 GMT 2025","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","RegularTests","com.coffeecart.ui.VerificationOfPopUpCartFunctioningTest","cartManipulationTest"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","3618","possibilityAddingMocha","AllTests","Tue Jun 24 13:53:41 GMT 2025","passed","Tue Jun 24 13:53:45 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"This test verifies that after selecting three drinks, the Lucky Day  pop-up is displayed.","2535","luckyDayPopUpAppearsTest","AllTests","Tue Jun 24 13:51:24 GMT 2025","passed","Tue Jun 24 13:51:26 GMT 2025","com.coffeecart.ui.LuckyDayPopUpAppears","RegularTests","com.coffeecart.ui.LuckyDayPopUpAppears","luckyDayPopUpAppearsTest"
"Verify successful payment clear the cart","3116","testSuccessfulPaymentClearPrice","AllTests","Tue Jun 24 13:52:22 GMT 2025","passed","Tue Jun 24 13:52:25 GMT 2025","com.coffeecart.ui.TestSuccessfulPaymentClearCart","RegularTests","com.coffeecart.ui.TestSuccessfulPaymentClearCart","testSuccessfulPaymentClearPrice"
"","0","firstTest","AllTests","Tue Jun 24 13:51:21 GMT 2025","passed","Tue Jun 24 13:51:21 GMT 2025","com.coffeecart.ui.BaseTest","RegularTests","com.coffeecart.ui.BaseTest","firstTest"
"Check prices correctness for all coffee cards on the menu page","111","checkCorrectCardPrices","AllTests","Tue Jun 24 13:52:46 GMT 2025","passed","Tue Jun 24 13:52:46 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkCorrectCardPrices"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","5564","possibilityAddingMocha","AllTests","Tue Jun 24 13:54:05 GMT 2025","passed","Tue Jun 24 13:54:11 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
"Check full ingredients compliance for coffee cards on the page","126","checkFullComplianceCardIngredients","AllTests","Tue Jun 24 13:52:48 GMT 2025","passed","Tue Jun 24 13:52:48 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check full ingredients compliance for coffee cards on the page","119","checkFullComplianceCardIngredients","AllTests","Tue Jun 24 13:52:48 GMT 2025","passed","Tue Jun 24 13:52:48 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"","172","verifyLuckyDayModalAfterEvery3rdItem","AllTests","Tue Jun 24 13:53:03 GMT 2025","passed","Tue Jun 24 13:53:03 GMT 2025","com.coffeecart.ui.LuckyDayDiscountTest","RegularTests","com.coffeecart.ui.LuckyDayDiscountTest","verifyLuckyDayModalAfterEvery3rdItem"
"Check full ingredients compliance for coffee cards on the page","123","checkFullComplianceCardIngredients","AllTests","Tue Jun 24 13:52:48 GMT 2025","passed","Tue Jun 24 13:52:48 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Check full ingredients compliance for coffee cards on the page","122","checkFullComplianceCardIngredients","AllTests","Tue Jun 24 13:52:48 GMT 2025","passed","Tue Jun 24 13:52:48 GMT 2025","com.coffeecart.ui.CupTitlePriceIngredientsTest","RegularTests","com.coffeecart.ui.CupTitlePriceIngredientsTest","checkFullComplianceCardIngredients"
"Verification of the possibility of adding Mocha to the cart in the pop-up 'Lucky Day'","4953","possibilityAddingMocha","AllTests","Tue Jun 24 13:53:50 GMT 2025","passed","Tue Jun 24 13:53:55 GMT 2025","com.coffeecart.ui.TestPossibilityAddingMocha","RegularTests","com.coffeecart.ui.TestPossibilityAddingMocha","possibilityAddingMocha"
